Key	Surface	Type	Identity	Classification	OwnerIncrement	HelpDestination	Status
xaml.rankings-dashboard.datagridtextcolumn.reinforcement	Rankings Dashboard	DataGridTextColumn	Reinforcement	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.rankings-dashboard.datagridtextcolumn.status	Rankings Dashboard	DataGridTextColumn	Status	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.rankings-dashboard.datagridtextcolumn.stiffness	Rankings Dashboard	DataGridTextColumn	Stiffness	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.rankings-dashboard.datagridtextcolumn.tensile	Rankings Dashboard	DataGridTextColumn	Tensile	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.rankings-dashboard.datagridtextcolumn.type	Rankings Dashboard	DataGridTextColumn	Type	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.reports-pdf-export.button.buildpubliccomparisonreportpreviewbutton	Reports / PDF Export	Button	BuildPublicComparisonReportPreviewButton	action	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.button.buildpublicmanufacturerreportpreviewbutton	Reports / PDF Export	Button	BuildPublicManufacturerReportPreviewButton	action	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.button.buildpublicmaterialreportpreviewbutton	Reports / PDF Export	Button	BuildPublicMaterialReportPreviewButton	action	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.button.buildpublicmaterialsummarypreviewbutton	Reports / PDF Export	Button	BuildPublicMaterialSummaryPreviewButton	action	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.button.buildpublicprintingrecommendationpreviewbutton	Reports / PDF Export	Button	BuildPublicPrintingRecommendationPreviewButton	action	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.button.buildpublicreportpackage	Reports / PDF Export	Button	BuildPublicReportPackage	action	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.button.buildpublictestsessionreportpreviewbutton	Reports / PDF Export	Button	BuildPublicTestSessionReportPreviewButton	action	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.button.choosereportoutputfolder-click	Reports / PDF Export	Button	ChooseReportOutputFolder_Click	action	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.button.exportcurrentreport	Reports / PDF Export	Button	ExportCurrentReport	action	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.button.exportengineeringreportpackagebutton	Reports / PDF Export	Button	ExportEngineeringReportPackageButton	action	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.button.openreportoutputfolder-click	Reports / PDF Export	Button	OpenReportOutputFolder_Click	action	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.button.refreshreportpreview	Reports / PDF Export	Button	RefreshReportPreview	action	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.combobox.reportmaterialscopeselector	Reports / PDF Export	ComboBox	ReportMaterialScopeSelector	choice	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.combobox.reporttypeselector	Reports / PDF Export	ComboBox	ReportTypeSelector	choice	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.textbox.reportoutputfolder	Reports / PDF Export	TextBox	ReportOutputFolder	input-candidate	v50.4.3	reports.controls-fields	covered
xaml.reports-pdf-export.textbox.reportpreviewlog	Reports / PDF Export	TextBox	ReportPreviewLog	read-only	v50.4.3	reports.controls-fields	covered
xaml.settings-manager.button.deleteaiprovidercredential	Settings Manager	Button	DeleteAiProviderCredential	action	v52.1	settings.controls-fields	covered
xaml.settings-manager.button.previewdocumentbrandinglogo	Settings Manager	Button	PreviewDocumentBrandingLogo	action	v58.0.3	settings.controls-fields	covered
xaml.settings-manager.button.reloadsavedsettingsbutton	Settings Manager	Button	ReloadSavedSettingsButton	action	v50.4.1	settings.controls-fields	covered
xaml.settings-manager.button.resetsettingscolumnsbutton	Settings Manager	Button	ResetSettingsColumnsButton	action	v50.4.1	settings.controls-fields	covered
xaml.settings-manager.button.restorebuiltinsettingsbutton	Settings Manager	Button	RestoreBuiltInSettingsButton	action	v50.4.1	settings.controls-fields	covered
xaml.settings-manager.button.restoredefaultdocumentbranding	Settings Manager	Button	RestoreDefaultDocumentBranding	action	v58.0.3	settings.controls-fields	covered
xaml.settings-manager.button.saveaiprovidercredential	Settings Manager	Button	SaveAiProviderCredential	action	v52.1	settings.controls-fields	covered
xaml.settings-manager.button.saveaiprovidersettings	Settings Manager	Button	SaveAiProviderSettings	action	v52.1	settings.controls-fields	covered
xaml.settings-manager.button.savenativesettings-click	Settings Manager	Button	SaveNativeSettings_Click	action	v50.4.1	settings.controls-fields	covered
xaml.settings-manager.button.selectdocumentbrandinglogo	Settings Manager	Button	SelectDocumentBrandingLogo	action	v58.0.3	settings.controls-fields	covered
xaml.settings-manager.button.testaiproviderfoundation	Settings Manager	Button	TestAiProviderFoundation	action	v52.1	settings.controls-fields	covered
xaml.settings-manager.combobox.aiprovider	Settings Manager	ComboBox	AiProvider	choice	v52.1	settings.controls-fields	covered
xaml.settings-manager.passwordbox.aiproviderapikey	Settings Manager	PasswordBox	AiProviderApiKey	input-candidate	v52.1	settings.controls-fields	covered
xaml.settings-manager.textbox.aiprovidermodel	Settings Manager	TextBox	AiProviderModel	input-candidate	v52.1	settings.controls-fields	covered
xaml.stiffness-measurements.button.resetfaststiffnesscolumns-click	Stiffness Measurements	Button	ResetFastStiffnessColumns_Click	action	v50.4.2	measurements.controls-fields	covered
xaml.tensile-measurements.button.resetfasttensilecolumns-click	Tensile Measurements	Button	ResetFastTensileColumns_Click	action	v50.4.2	measurements.controls-fields	covered
xaml.usage.button.beginusagecorrection	Usage	Button	BeginUsageCorrection	action	v50.4.1	usage.controls-fields	covered
xaml.usage.button.cancelusagecorrectionbutton	Usage	Button	CancelUsageCorrectionButton	action	v50.4.1	usage.controls-fields	covered
xaml.usage.button.saveusageevent	Usage	Button	SaveUsageEvent	action	v50.4.1	usage.controls-fields	covered
xaml.usage.combobox.usageeventtypeselector	Usage	ComboBox	UsageEventTypeSelector	choice	v50.4.1	usage.controls-fields	covered
xaml.usage.combobox.usageinventoryselector	Usage	ComboBox	UsageInventorySelector	choice	v50.4.1	usage.controls-fields	covered
xaml.usage.combobox.usagematerialselector	Usage	ComboBox	UsageMaterialSelector	choice	v50.4.1	usage.controls-fields	covered
xaml.usage.combobox.usageprovenanceselector	Usage	ComboBox	UsageProvenanceSelector	choice	v50.4.1	usage.controls-fields	covered
xaml.usage.datagrid.usageledgergrid	Usage	DataGrid	UsageLedgerGrid	read-only-grid	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.accepted	Usage	DataGridTextColumn	Accepted	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.entry	Usage	DataGridTextColumn	Entry	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.event-id	Usage	DataGridTextColumn	Event ID	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.filament-g	Usage	DataGridTextColumn	Filament g	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.hands-on-sec	Usage	DataGridTextColumn	Hands-on sec	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.inventory-spool	Usage	DataGridTextColumn	Inventory spool	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.materialid	Usage	DataGridTextColumn	MaterialID	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.note	Usage	DataGridTextColumn	Note	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.occurred-utc	Usage	DataGridTextColumn	Occurred UTC	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.print-sec	Usage	DataGridTextColumn	Print sec	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.produced	Usage	DataGridTextColumn	Produced	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.provenance	Usage	DataGridTextColumn	Provenance	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.rejected	Usage	DataGridTextColumn	Rejected	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.source	Usage	DataGridTextColumn	Source	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.datagridtextcolumn.type	Usage	DataGridTextColumn	Type	editable-column-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.textbox.usageacceptedcounttextbox	Usage	TextBox	UsageAcceptedCountTextBox	input-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.textbox.usagefilamentgramstextbox	Usage	TextBox	UsageFilamentGramsTextBox	input-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.textbox.usagehandsonminutestextbox	Usage	TextBox	UsageHandsOnMinutesTextBox	input-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.textbox.usagenotetextbox	Usage	TextBox	UsageNoteTextBox	input-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.textbox.usageoccurredatutctextbox	Usage	TextBox	UsageOccurredAtUtcTextBox	input-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.textbox.usageprintminutestextbox	Usage	TextBox	UsagePrintMinutesTextBox	input-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.textbox.usageproducedcounttextbox	Usage	TextBox	UsageProducedCountTextBox	input-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.textbox.usagerejectedcounttextbox	Usage	TextBox	UsageRejectedCountTextBox	input-candidate	v50.4.1	usage.controls-fields	covered
xaml.usage.textbox.usagesourcetextbox	Usage	TextBox	UsageSourceTextBox	input-candidate	v50.4.1	usage.controls-fields	covered
xaml.website-export.button.activateselectedwebsitetemplate-click	Website Export	Button	ActivateSelectedWebsiteTemplate_Click	action	v50.4.3	website.controls-fields	covered
xaml.website-export.button.choosewebsiteexportfolder-click	Website Export	Button	ChooseWebsiteExportFolder_Click	action	v50.4.3	website.controls-fields	covered
xaml.website-export.button.exportactivewebsitetemplate-click	Website Export	Button	ExportActiveWebsiteTemplate_Click	action	v50.4.3	website.controls-fields	covered
xaml.website-export.button.generatewebsiteexportpreview-click	Website Export	Button	GenerateWebsiteExportPreview_Click	action	v50.4.3	website.controls-fields	covered
xaml.website-export.button.generatewebsiteproductionexport-click	Website Export	Button	GenerateWebsiteProductionExport_Click	action	v50.4.3	website.controls-fields	covered
xaml.website-export.button.importwebsitetemplatetodatabase-click	Website Export	Button	ImportWebsiteTemplateToDatabase_Click	action	v50.4.3	website.controls-fields	covered
xaml.website-export.button.openwebsiteexportfolder-click	Website Export	Button	OpenWebsiteExportFolder_Click	action	v50.4.3	website.controls-fields	covered
xaml.website-export.button.publishwebsiteftpsbutton	Website Export	Button	PublishWebsiteFtpsButton	action	v50.4.3	website.controls-fields	covered
xaml.website-export.button.publishwebsitetestftpsbutton	Website Export	Button	PublishWebsiteTestFtpsButton	action	v50.4.3	website.controls-fields	covered
xaml.website-export.button.restorewebsitebackupbutton	Website Export	Button	RestoreWebsiteBackupButton	action	v50.4.3	website.controls-fields	covered
xaml.website-export.button.testftpsconnectionbutton	Website Export	Button	TestFtpsConnectionButton	action	v50.4.3	website.controls-fields	covered
xaml.website-export.combobox.websitetemplateversioncombo	Website Export	ComboBox	WebsiteTemplateVersionCombo	choice	v50.4.3	website.controls-fields	covered
xaml.website-export.passwordbox.ftpspasswordbox	Website Export	PasswordBox	FtpsPasswordBox	input-candidate	v50.4.3	website.controls-fields	covered
xaml.website-export.textbox.websiteexportfolderbox	Website Export	TextBox	WebsiteExportFolderBox	input-candidate	v50.4.3	website.controls-fields	covered
xaml.website-export.textbox.websiteexportpreviewlog	Website Export	TextBox	WebsiteExportPreviewLog	read-only	v50.4.3	website.controls-fields	covered
xaml.youtube-research.button.copybestyoutubethumbnail-click	YouTube Research	Button	CopyBestYouTubeThumbnail_Click	action	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.button.copycontentcalendarplan-click	YouTube Research	Button	CopyContentCalendarPlan_Click	action	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.button.copytopchannelgaps-click	YouTube Research	Button	CopyTopChannelGaps_Click	action	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.button.copytopcomparisondiscovery-click	YouTube Research	Button	CopyTopComparisonDiscovery_Click	action	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.button.copytopplaylists-click	YouTube Research	Button	CopyTopPlaylists_Click	action	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.button.copyyoutuberesearchprompt-click	YouTube Research	Button	CopyYouTubeResearchPrompt_Click	action	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.button.copyyoutubethumbnailbriefs-click	YouTube Research	Button	CopyYouTubeThumbnailBriefs_Click	action	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.button.refreshyoutuberesearch-click	YouTube Research	Button	RefreshYouTubeResearch_Click	action	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagrid.channelgaplist	YouTube Research	DataGrid	ChannelGapList	read-only-grid	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagrid.comparisondiscoverylist	YouTube Research	DataGrid	ComparisonDiscoveryList	read-only-grid	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagrid.contentcalendarlist	YouTube Research	DataGrid	ContentCalendarList	read-only-grid	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagrid.playlistdiscoverylist	YouTube Research	DataGrid	PlaylistDiscoveryList	read-only-grid	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagrid.youtuberesearchtitlelist	YouTube Research	DataGrid	YouTubeResearchTitleList	read-only-grid	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.advanced-title	YouTube Research	DataGridTextColumn	Advanced title	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.comparison-idea	YouTube Research	DataGridTextColumn	Comparison idea	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.coverage	YouTube Research	DataGridTextColumn	Coverage	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.face-reaction	YouTube Research	DataGridTextColumn	Face / reaction	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.family	YouTube Research	DataGridTextColumn	Family	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.family-2	YouTube Research	DataGridTextColumn	Family	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.gap	YouTube Research	DataGridTextColumn	Gap	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.grade	YouTube Research	DataGridTextColumn	Grade	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.main-text	YouTube Research	DataGridTextColumn	Main text	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.manufacturer	YouTube Research	DataGridTextColumn	Manufacturer	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.manufacturer-2	YouTube Research	DataGridTextColumn	Manufacturer	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.manufacturer-3	YouTube Research	DataGridTextColumn	Manufacturer	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.material	YouTube Research	DataGridTextColumn	Material	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.material-2	YouTube Research	DataGridTextColumn	Material	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.material-a	YouTube Research	DataGridTextColumn	Material A	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.material-b	YouTube Research	DataGridTextColumn	Material B	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.missing-next	YouTube Research	DataGridTextColumn	Missing / next	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.pattern	YouTube Research	DataGridTextColumn	Pattern	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.playlist	YouTube Research	DataGridTextColumn	Playlist	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.priority	YouTube Research	DataGridTextColumn	Priority	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.reinforcement	YouTube Research	DataGridTextColumn	Reinforcement	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.score	YouTube Research	DataGridTextColumn	Score	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.score-2	YouTube Research	DataGridTextColumn	Score	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.score-3	YouTube Research	DataGridTextColumn	Score	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.thumbnail	YouTube Research	DataGridTextColumn	Thumbnail	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.thumbnail-2	YouTube Research	DataGridTextColumn	Thumbnail	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.thumbnail-hook-angle	YouTube Research	DataGridTextColumn	Thumbnail / hook angle	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.thumbnail-text	YouTube Research	DataGridTextColumn	Thumbnail text	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.type	YouTube Research	DataGridTextColumn	Type	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.type-2	YouTube Research	DataGridTextColumn	Type	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.type-3	YouTube Research	DataGridTextColumn	Type	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.type-4	YouTube Research	DataGridTextColumn	Type	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.video	YouTube Research	DataGridTextColumn	Video	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.video-angle	YouTube Research	DataGridTextColumn	Video angle	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.video-idea	YouTube Research	DataGridTextColumn	Video idea	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.videos	YouTube Research	DataGridTextColumn	Videos	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.visual-layout	YouTube Research	DataGridTextColumn	Visual layout	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.week	YouTube Research	DataGridTextColumn	Week	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.why	YouTube Research	DataGridTextColumn	Why	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.why-2	YouTube Research	DataGridTextColumn	Why	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.why-3	YouTube Research	DataGridTextColumn	Why	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
xaml.youtube-research.datagridtextcolumn.why-this-week	YouTube Research	DataGridTextColumn	Why this week	editable-column-candidate	v50.4.3	youtube.controls-fields	covered
